,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_0.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_1.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_2.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_3.csv,sum
NEK7,1.0,1.0,1.0,1.0,100.0
LCOR,1.0,1.0,1.0,1.0,100.0
PPARG,1.0,1.0,1.0,1.0,100.0
PLSCR1,1.0,1.0,1.0,1.0,100.0
PLEKHA5,1.0,1.0,1.0,1.0,100.0
PLA2G7,1.0,1.0,1.0,1.0,100.0
PHACTR2,1.0,1.0,1.0,1.0,100.0
PDS5B,1.0,1.0,1.0,1.0,100.0
PDLIM5,1.0,1.0,1.0,1.0,100.0
OTUD4,1.0,1.0,1.0,1.0,100.0
OSBPL3,1.0,1.0,1.0,1.0,100.0
NOD1,1.0,1.0,1.0,1.0,100.0
ABHD13,1.0,1.0,1.0,1.0,100.0
NAMPT,1.0,1.0,1.0,1.0,100.0
MINK1,1.0,1.0,1.0,1.0,100.0
LCLAT1,1.0,1.0,1.0,1.0,100.0
PRRC2A,1.0,1.0,1.0,1.0,100.0
KPNA1,1.0,1.0,1.0,1.0,100.0
KIF2A,1.0,1.0,1.0,1.0,100.0
KCTD20,1.0,1.0,1.0,1.0,100.0
KCNMA1,1.0,1.0,1.0,1.0,100.0
KAT2B,1.0,1.0,1.0,1.0,100.0
IL15,1.0,1.0,1.0,1.0,100.0
IFI44L,1.0,1.0,1.0,1.0,100.0
IARS,1.0,1.0,1.0,1.0,100.0
HNRNPLL,1.0,1.0,1.0,1.0,100.0
HELZ,1.0,1.0,1.0,1.0,100.0
GXYLT1,1.0,1.0,1.0,1.0,100.0
GTDC1,1.0,1.0,1.0,1.0,100.0
FKBP5,1.0,1.0,1.0,1.0,100.0
PRKD3,1.0,1.0,1.0,1.0,100.0
RAB12,1.0,1.0,1.0,1.0,100.0
FAR1,1.0,1.0,1.0,1.0,100.0
TNPO1,1.0,1.0,1.0,1.0,100.0
ZNF618,1.0,1.0,1.0,1.0,100.0
ZNF107,1.0,1.0,1.0,1.0,100.0
ZCCHC7,1.0,1.0,1.0,1.0,100.0
ZBTB25,1.0,1.0,1.0,1.0,100.0
WTAP,1.0,1.0,1.0,1.0,100.0
WDSUB1,1.0,1.0,1.0,1.0,100.0
VAPA,1.0,1.0,1.0,1.0,100.0
UNC5B,1.0,1.0,1.0,1.0,100.0
UGCG,1.0,1.0,1.0,1.0,100.0
UBE2G1,1.0,1.0,1.0,1.0,100.0
TSC22D2,1.0,1.0,1.0,1.0,100.0
TRNAU1AP,1.0,1.0,1.0,1.0,100.0
TPST2,1.0,1.0,1.0,1.0,100.0
TMPO,1.0,1.0,1.0,1.0,100.0
RAPH1,1.0,1.0,1.0,1.0,100.0
TMEM260,1.0,1.0,1.0,1.0,100.0
TLK1,1.0,1.0,1.0,1.0,100.0
THRB,1.0,1.0,1.0,1.0,100.0
TDRD7,1.0,1.0,1.0,1.0,100.0
TBC1D30,1.0,1.0,1.0,1.0,100.0
STRN,1.0,1.0,1.0,1.0,100.0
SSH2,1.0,1.0,1.0,1.0,100.0
SPRED2,1.0,1.0,1.0,1.0,100.0
SPOP,1.0,1.0,1.0,1.0,100.0
SLC20A2,1.0,1.0,1.0,1.0,100.0
SDCBP,1.0,1.0,1.0,1.0,100.0
RPAP3,1.0,1.0,1.0,1.0,100.0
RNF13,1.0,1.0,1.0,1.0,100.0
FBXW8,1.0,1.0,1.0,1.0,100.0
ZNF804A,1.0,1.0,1.0,1.0,100.0
ETV6,1.0,1.0,1.0,1.0,100.0
ARHGAP5,1.0,1.0,1.0,1.0,100.0
DPY19L1,1.0,1.0,1.0,1.0,100.0
ARID2,1.0,1.0,1.0,1.0,100.0
DMXL2,1.0,1.0,1.0,1.0,100.0
DIO2,1.0,1.0,1.0,1.0,100.0
ATG5,1.0,1.0,1.0,1.0,100.0
CFDP1,1.0,1.0,1.0,1.0,100.0
DENND1B,1.0,1.0,1.0,1.0,100.0
BCL2,1.0,1.0,1.0,1.0,100.0
BCL2L1,1.0,1.0,1.0,1.0,100.0
CYTH1,1.0,1.0,1.0,1.0,100.0
CCNT2,1.0,1.0,1.0,1.0,100.0
CDK6,1.0,1.0,1.0,1.0,100.0
CEBPG,1.0,1.0,1.0,1.0,100.0
CHODL,1.0,1.0,1.0,1.0,100.0
ESD,1.0,1.0,1.0,1.0,100.0
DPYD,1.0,1.0,1.0,1.0,100.0
CELF2,1.0,1.0,1.0,1.0,100.0
APPL1,1.0,1.0,1.0,1.0,100.0
DUSP16,1.0,1.0,1.0,1.0,100.0
AGO3,1.0,1.0,1.0,1.0,100.0
ELF2,1.0,1.0,1.0,1.0,100.0
ANKRD12,1.0,1.0,1.0,1.0,100.0
EPHB2,1.0,1.0,1.0,1.0,100.0
ELOVL5,1.0,1.0,1.0,1.0,100.0
COL4A3BP,1.0,1.0,1.0,0.0,75.0
PLEKHA2,0.0,1.0,1.0,1.0,75.0
IQCH-AS1,1.0,1.0,0.0,1.0,75.0
SEC24D,0.0,1.0,1.0,1.0,75.0
SLC30A7,1.0,1.0,1.0,0.0,75.0
SNX10,1.0,0.0,1.0,1.0,75.0
RALGAPA2,0.0,1.0,1.0,1.0,75.0
ZNF207,1.0,0.0,1.0,1.0,75.0
GPATCH2L,1.0,1.0,1.0,0.0,75.0
SOAT1,1.0,1.0,1.0,0.0,75.0
RSRC1,1.0,0.0,1.0,1.0,75.0
CAPN7,1.0,0.0,1.0,1.0,75.0
MGAT1,0.0,1.0,1.0,1.0,75.0
DNAJC5,1.0,1.0,1.0,0.0,75.0
TBCA,1.0,0.0,1.0,1.0,75.0
EHMT1,0.0,1.0,1.0,1.0,75.0
VMP1,1.0,0.0,1.0,1.0,75.0
USP15,1.0,0.0,1.0,1.0,75.0
TOM1,1.0,1.0,0.0,1.0,75.0
USP24,1.0,0.0,1.0,1.0,75.0
ATAD2B,0.0,1.0,1.0,1.0,75.0
RNF138,0.0,1.0,1.0,0.0,50.0
UBXN2B,0.0,0.0,1.0,1.0,50.0
ARID5B,1.0,1.0,0.0,0.0,50.0
ACTR3,0.0,0.0,1.0,1.0,50.0
RASA2,0.0,1.0,1.0,0.0,50.0
CABLES1,1.0,0.0,1.0,0.0,50.0
YAE1D1,1.0,1.0,0.0,0.0,50.0
CADM1,0.0,1.0,0.0,1.0,50.0
RSF1,1.0,0.0,0.0,1.0,50.0
SCIN,0.0,0.0,1.0,1.0,50.0
ATF7IP2,0.0,0.0,1.0,1.0,50.0
SEPT2,1.0,0.0,0.0,1.0,50.0
SLC35F5,1.0,0.0,0.0,1.0,50.0
C19orf25,1.0,0.0,0.0,1.0,50.0
RPL13,1.0,0.0,1.0,0.0,50.0
RAB8B,1.0,0.0,0.0,1.0,50.0
ABCC1,1.0,0.0,1.0,0.0,50.0
HEATR1,0.0,0.0,1.0,1.0,50.0
LITAF,1.0,0.0,0.0,1.0,50.0
LINC01503,1.0,0.0,0.0,1.0,50.0
DNAJB6,1.0,0.0,1.0,0.0,50.0
NOS3,0.0,0.0,1.0,1.0,50.0
NPIPB9,1.0,0.0,1.0,0.0,50.0
NT5C3A,0.0,0.0,1.0,1.0,50.0
OSTM1,1.0,0.0,0.0,1.0,50.0
CRTC3,1.0,0.0,1.0,0.0,50.0
PARP14,1.0,0.0,1.0,0.0,50.0
MAPK9,1.0,0.0,1.0,0.0,50.0
PPP1CB,0.0,0.0,1.0,1.0,50.0
PERP,0.0,1.0,1.0,0.0,50.0
XAF1,0.0,0.0,0.0,1.0,25.0
ADPGK,1.0,0.0,0.0,0.0,25.0
ZNF706,1.0,0.0,0.0,0.0,25.0
TPP2,0.0,0.0,0.0,1.0,25.0
TPR,1.0,0.0,0.0,0.0,25.0
TRIM24,1.0,0.0,0.0,0.0,25.0
ASB7,0.0,0.0,0.0,1.0,25.0
ABI1,1.0,0.0,0.0,0.0,25.0
TSPAN3,0.0,1.0,0.0,0.0,25.0
TUBA1C,1.0,0.0,0.0,0.0,25.0
TYW1B,1.0,0.0,0.0,0.0,25.0
GPC5,1.0,0.0,0.0,0.0,25.0
EPSTI1,0.0,0.0,1.0,0.0,25.0
KLHL4,1.0,0.0,0.0,0.0,25.0
HM13,0.0,0.0,1.0,0.0,25.0
DNAJC3,0.0,1.0,0.0,0.0,25.0
ITCH,0.0,1.0,0.0,0.0,25.0
IRAK3,0.0,0.0,0.0,1.0,25.0
IPO9,0.0,1.0,0.0,0.0,25.0
MAP4K3,0.0,0.0,1.0,0.0,25.0
AGO1,1.0,0.0,0.0,0.0,25.0
ANKRD36C,0.0,0.0,0.0,1.0,25.0
IFIT2,0.0,0.0,1.0,0.0,25.0
YIPF1,0.0,1.0,0.0,0.0,25.0
