,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_0.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_1.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_2.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_3.csv,sum
ABCB10,1.0,1.0,1.0,1.0,100.0
PHF8,1.0,1.0,1.0,1.0,100.0
PDE5A,1.0,1.0,1.0,1.0,100.0
PDE8A,1.0,1.0,1.0,1.0,100.0
PDIA4,1.0,1.0,1.0,1.0,100.0
PHF11,1.0,1.0,1.0,1.0,100.0
PHF14,1.0,1.0,1.0,1.0,100.0
PHF20L1,1.0,1.0,1.0,1.0,100.0
PIGK,1.0,1.0,1.0,1.0,100.0
PATZ1,1.0,1.0,1.0,1.0,100.0
PIK3C2B,1.0,1.0,1.0,1.0,100.0
PLGRKT,1.0,1.0,1.0,1.0,100.0
PLSCR1,1.0,1.0,1.0,1.0,100.0
PLXNC1,1.0,1.0,1.0,1.0,100.0
PNPT1,1.0,1.0,1.0,1.0,100.0
POC5,1.0,1.0,1.0,1.0,100.0
PCGF3,1.0,1.0,1.0,1.0,100.0
PATL1,1.0,1.0,1.0,1.0,100.0
POLI,1.0,1.0,1.0,1.0,100.0
NR3C1,1.0,1.0,1.0,1.0,100.0
NFU1,1.0,1.0,1.0,1.0,100.0
NFXL1,1.0,1.0,1.0,1.0,100.0
NLRC5,1.0,1.0,1.0,1.0,100.0
NMI,1.0,1.0,1.0,1.0,100.0
NPY5R,1.0,1.0,1.0,1.0,100.0
NR2F2,1.0,1.0,1.0,1.0,100.0
NUP50,1.0,1.0,1.0,1.0,100.0
PARVB,1.0,1.0,1.0,1.0,100.0
OPA1,1.0,1.0,1.0,1.0,100.0
P2RY6,1.0,1.0,1.0,1.0,100.0
PARP10,1.0,1.0,1.0,1.0,100.0
PARP12,1.0,1.0,1.0,1.0,100.0
PARP14,1.0,1.0,1.0,1.0,100.0
PARP9,1.0,1.0,1.0,1.0,100.0
POLA2,1.0,1.0,1.0,1.0,100.0
POLR1D,1.0,1.0,1.0,1.0,100.0
HTR7,1.0,1.0,1.0,1.0,100.0
RBBP4,1.0,1.0,1.0,1.0,100.0
RAB3GAP2,1.0,1.0,1.0,1.0,100.0
RAB5A,1.0,1.0,1.0,1.0,100.0
RABGAP1L,1.0,1.0,1.0,1.0,100.0
RALGAPB,1.0,1.0,1.0,1.0,100.0
RASGEF1B,1.0,1.0,1.0,1.0,100.0
RASSF3,1.0,1.0,1.0,1.0,100.0
RBM4B,1.0,1.0,1.0,1.0,100.0
RAB22A,1.0,1.0,1.0,1.0,100.0
RCN3,1.0,1.0,1.0,1.0,100.0
RECQL,1.0,1.0,1.0,1.0,100.0
RELT,1.0,1.0,1.0,1.0,100.0
REPS1,1.0,1.0,1.0,1.0,100.0
RFC3,1.0,1.0,1.0,1.0,100.0
RFWD3,1.0,1.0,1.0,1.0,100.0
RAB29,1.0,1.0,1.0,1.0,100.0
RAB20,1.0,1.0,1.0,1.0,100.0
POLR3B,1.0,1.0,1.0,1.0,100.0
PRCP,1.0,1.0,1.0,1.0,100.0
POT1,1.0,1.0,1.0,1.0,100.0
PPFIBP2,1.0,1.0,1.0,1.0,100.0
PPIP5K2,1.0,1.0,1.0,1.0,100.0
PPP1R12B,1.0,1.0,1.0,1.0,100.0
PPP1R3B,1.0,1.0,1.0,1.0,100.0
PPP2R2A,1.0,1.0,1.0,1.0,100.0
PRPF4B,1.0,1.0,1.0,1.0,100.0
PUM3,1.0,1.0,1.0,1.0,100.0
PSMA4,1.0,1.0,1.0,1.0,100.0
PSMC1,1.0,1.0,1.0,1.0,100.0
PSMC4,1.0,1.0,1.0,1.0,100.0
PTGS1,1.0,1.0,1.0,1.0,100.0
PTK2B,1.0,1.0,1.0,1.0,100.0
PTPN1,1.0,1.0,1.0,1.0,100.0
NF2,1.0,1.0,1.0,1.0,100.0
